,Tweet_ID,Converted_Timestamp,Tweet_Counter,Tweeter,Text,Compound_Score,Positive_Score,Neutral_Score,Negative_Score
140,982563147767742464,2018-04-07 10:18:04+00:00,-41,CBS News,Deck hand saved lives as fishing boat sank; captain's role under investigation https://t.co/mZskkyNt9T https://t.co/GRhnSVbYlJ,0.7184,0.333,0.667,0.0
141,982559375914143744,2018-04-07 10:03:04+00:00,-42,CBS News,"Officer shows off ""stanky leg"" dance moves at Chattanooga Easter egg hunt https://t.co/mUFFq5CHtq https://t.co/hzUsxoj7UJ",0.0,0.0,1.0,0.0
142,982555596217049088,2018-04-07 09:48:03+00:00,-43,CBS News,"Alison Krauss, Brad Paisley and others give Johnny Cash's poetry a second life in new album https://t.co/oYvqYZ8zwh https://t.co/48KAAtPYhy",0.0,0.0,1.0,0.0
143,982551823071498240,2018-04-07 09:33:04+00:00,-44,CBS News,Lobbyist tied to condo rented by EPA chief Scott Pruitt speaks out https://t.co/5LXWI7z0rq https://t.co/n805TrAVFH,0.0,0.0,1.0,0.0
144,982548046826393600,2018-04-07 09:18:03+00:00,-45,CBS News,Sisters in service: Carrying on a century-long tradition of military service https://t.co/4P74PYoyUB https://t.co/b7oUXiN66o,0.0,0.0,1.0,0.0
145,982544272242208768,2018-04-07 09:03:03+00:00,-46,CBS News,Virgin Galactic chalks up successful supersonic test flight https://t.co/XbrLVJ7uJM,0.5859,0.322,0.678,0.0
146,982540497951645697,2018-04-07 08:48:04+00:00,-47,CBS News,Heavy rain in Northern California may test spillway at nation's tallest dam https://t.co/l5VwA8B8Wr https://t.co/WmRRqx3FBr,0.0,0.0,1.0,0.0
147,982536719122751488,2018-04-07 08:33:03+00:00,-48,CBS News,Ex-teacher cries in court as he admits fleeing with 15-year-old Tennessee student https://t.co/3lY5QCBZv6 https://t.co/iX1L1mT70O,-0.128,0.13,0.71,0.16
148,982532948040802304,2018-04-07 08:18:04+00:00,-49,CBS News,"Trump says trade war is ""already lost,"" and he ""probably won't"" attend White House Correspondents Dinner… https://t.co/hRu3E1WJjS",-0.5994,0.0,0.804,0.196
149,982529173431508992,2018-04-07 08:03:04+00:00,-50,CBS News,PetSmart faces another dog death https://t.co/Hmhu2woX5L https://t.co/nd3aS1teQB,-0.5994,0.0,0.606,0.394
150,982525397568053248,2018-04-07 07:48:03+00:00,-51,CBS News,"Menendez brothers, convicted of killing parents in 1989, reunited in prison https://t.co/uCw4NjZfQ1 https://t.co/d4HXdUKLPm",-0.8271,0.0,0.588,0.412
151,982521624166617088,2018-04-07 07:33:04+00:00,-52,CBS News,"ValuJet Flight 592 crash: FBI offers $10,000 for info on fugitive in deadly 1996 crash https://t.co/xnRIp0xUQ3 https://t.co/0ZJhVbGUsp",-0.6597,0.0,0.735,0.265
152,982517846931591168,2018-04-07 07:18:03+00:00,-53,CBS News,Condemned killer seen abducting young victim on camera to be resentenced https://t.co/zQPajB1bjS https://t.co/mScQNxKQ1O,-0.8779,0.0,0.448,0.552
153,982514075660963842,2018-04-07 07:03:04+00:00,-54,CBS News,Preview: Tina Fey finally lives her Broadway dream https://t.co/OuncjFbCUk https://t.co/cyBSdTFXMy,0.25,0.182,0.818,0.0
154,982510296400121857,2018-04-07 06:48:03+00:00,-55,CBS News,MMA superstar Conor McGregor charged with assault after chaos caught on video https://t.co/SuwPJwVWkL https://t.co/BjKfJ41x3E,-0.8519,0.0,0.542,0.458
155,982506525699858433,2018-04-07 06:33:04+00:00,-56,CBS News,Man arrested after mother's body found in freezer https://t.co/q1kBvz287U https://t.co/lZ1Jkd8Rqu,-0.4767,0.0,0.744,0.256
156,982502750461284353,2018-04-07 06:18:04+00:00,-57,CBS News,Daniel Day-Lewis spotted using a flip phone https://t.co/oenH2mR9KF https://t.co/YAx9Nd693N,0.0,0.0,1.0,0.0
157,982498974048366592,2018-04-07 06:03:04+00:00,-58,CBS News,Man in legal battle to annul his own death certificate https://t.co/UKbGC4mi2m https://t.co/uSTY9Zg9Lu,-0.7184,0.088,0.529,0.382
158,982495200206622721,2018-04-07 05:48:04+00:00,-59,CBS News,Deck hand saved lives as fishing boat sank; captain's role under investigation https://t.co/Q6zc2St0nI https://t.co/knHTiFsoFC,0.7184,0.333,0.667,0.0
159,982491424976449537,2018-04-07 05:33:04+00:00,-60,CBS News,Social worker charged with sexual misconduct at Illinois mental health center https://t.co/XqYS0aACMR https://t.co/RudBhiOPKq,-0.2023,0.0,0.87,0.13
160,982487650287456256,2018-04-07 05:18:04+00:00,-61,CBS News,Hart family crash: Searchers find cellphone near site of deadly SUV plunge https://t.co/l9IecuDi1q https://t.co/E7KpmzUbkQ,-0.4019,0.0,0.828,0.172
161,982487146954215425,2018-04-07 05:16:04+00:00,-62,CBS News,Deaths reported in Canadian junior hockey team bus crash https://t.co/cQUe637qAP https://t.co/HYiUeyR8pU,-0.4019,0.0,0.787,0.213
162,982483880715407362,2018-04-07 05:03:05+00:00,-63,CBS News,"Trump freezes out chief of staff John Kelly, says he's ""tired of being told 'no'"" https://t.co/JiRVZPHdXM https://t.co/5TgZgEEZX4",-0.4588,0.0,0.789,0.211
163,982480099999174656,2018-04-07 04:48:04+00:00,-64,CBS News,Deadly Thunderbirds crash marks 4th military aircraft incident this week https://t.co/tcldjYpuFr https://t.co/F6ttWnRutA,-0.4019,0.0,0.803,0.197
164,982479594967240704,2018-04-07 04:46:03+00:00,-65,CBS News,"Facebook suspends another data analytics firm, AggregateIQ https://t.co/JAsHEJSdn8 https://t.co/i7Qufha3zv",0.0,0.0,1.0,0.0
165,982476324269969408,2018-04-07 04:33:03+00:00,-66,CBS News,Heavy rain in Northern California may test spillway at nation's tallest dam https://t.co/4zBcppMLwy https://t.co/sbEbxzshv7,0.0,0.0,1.0,0.0
166,982472551371804673,2018-04-07 04:18:04+00:00,-67,CBS News,Lobbyist tied to condo rented by EPA chief Scott Pruitt speaks out https://t.co/bWHogSpxtK https://t.co/mMJAO8nM2d,0.0,0.0,1.0,0.0
167,982468774124310528,2018-04-07 04:03:03+00:00,-68,CBS News,Ex-teacher cries in court as he admits fleeing with 15-year-old Tennessee student https://t.co/ooGOUUNITu https://t.co/zlnezNBq0W,-0.128,0.13,0.71,0.16
168,982465005013618688,2018-04-07 03:48:05+00:00,-69,CBS News,"Trump says trade war is ""already lost,"" and he ""probably won't"" attend White House Correspondents Dinner… https://t.co/I8oty96yOB",-0.5994,0.0,0.804,0.196
169,982461227359236096,2018-04-07 03:33:04+00:00,-70,CBS News,"Menendez brothers, convicted of killing parents in 1989, reunited in prison https://t.co/H0OTrRaFiS https://t.co/pYR96mY8JJ",-0.8271,0.0,0.588,0.412
170,982458961952694272,2018-04-07 03:24:04+00:00,-71,CBS News,Howard University sit-in ends after record 9 days https://t.co/GboS7I2und https://t.co/9aevoSwUj6,0.0,0.0,1.0,0.0
171,982457451135070209,2018-04-07 03:18:04+00:00,-72,CBS News,"ValuJet Flight 592 crash: FBI offers $10,000 for info on fugitive in deadly 1996 crash https://t.co/Z9eS9ftShq https://t.co/d8shmWN8Un",-0.6597,0.0,0.735,0.265
172,982453676123021312,2018-04-07 03:03:04+00:00,-73,CBS News,Condemned killer seen abducting young victim on camera to be resentenced https://t.co/nuwfivyA5T https://t.co/Rr60hNPbs9,-0.8779,0.0,0.448,0.552
173,982447875849408513,2018-04-07 02:40:01+00:00,-74,CBS News,A Washington woman accused of killing her wife and leaving her beneath a carpet in their shared bedroom told police… https://t.co/VUeDdoBHmK,-0.6369,0.096,0.64,0.264
174,982442841942224897,2018-04-07 02:20:01+00:00,-75,CBS News,"Woman used a ""large-bladed kitchen knife"" to sever the head of her 7-year-old son in rural western New York, author… https://t.co/gv6Vty2Hg6",0.0,0.0,1.0,0.0
175,982437813571420160,2018-04-07 02:00:02+00:00,-76,CBS News,"Hopper Penn, son of Sean Penn and Robin Wright, was arrested and charged with possession of drugs in Nebraska.… https://t.co/yqeLWcFEru",-0.5994,0.0,0.786,0.214
176,982432778238287872,2018-04-07 01:40:01+00:00,-77,CBS News,Authorities in western Ohio say hospital staffers delivered a pregnant woman's baby after the mother was shot in th… https://t.co/SUxnlGz4VN,0.0,0.0,1.0,0.0
177,982427741998997504,2018-04-07 01:20:00+00:00,-78,CBS News,"With Facebook CEO Mark Zuckerberg set to testify, a key question is when executives at the social network learned a… https://t.co/em1VHs4bky",0.0,0.0,1.0,0.0
178,982421450824081408,2018-04-07 00:55:01+00:00,-79,CBS News,Three California gang members have been charged after leading police on a car chase before crashing head-on into a… https://t.co/Pt5Jc1CUjx,-0.2023,0.0,0.909,0.091
179,982416418233872384,2018-04-07 00:35:01+00:00,-80,CBS News,Arizona and Texas announced Friday that they were preparing to deploy National Guard members to the U.S.-Mexico bor… https://t.co/t5uHKzeBkJ,0.0,0.0,1.0,0.0
180,982411384687398912,2018-04-07 00:15:01+00:00,-81,CBS News,"ValuJet Flight 592 crash: FBI offers $10,000 for info on fugitive in deadly 1996 crash. https://t.co/8edoGU9aa2 https://t.co/g11A7eEFcs",-0.6597,0.0,0.735,0.265
181,982406351908491265,2018-04-06 23:55:01+00:00,-82,CBS News,"""He was living in the woods, and this is when it was 30 degrees outside, and he hadn't eaten in two days."" Mission… https://t.co/XXROrjoSID",0.0,0.0,1.0,0.0
182,982405273846362112,2018-04-06 23:50:44+00:00,-83,CBS News,"@CBSNews ""Within 72 hours, the Texas military department will have 250 personnel along with ground surveillance veh… https://t.co/PQ1RBNXA5w",0.0,0.0,1.0,0.0
183,982403978368638976,2018-04-06 23:45:35+00:00,-84,CBS News,WATCH NOW: Officials hold news conference as Texas prepares to send National Guard to U.S.-Mexico border.… https://t.co/3YY2keNmFW,0.0,0.0,1.0,0.0
184,982401321734168577,2018-04-06 23:35:01+00:00,-85,CBS News,"A man went out for a hike last Sunday in the rugged hills along Southern California's Malibu coast. Then, he disapp… https://t.co/X7RyiqchTl",0.0,0.0,1.0,0.0
185,982396285423636481,2018-04-06 23:15:01+00:00,-86,CBS News,"Treasury Secretary Steve Mnuchin admits potential trade war with China, stocks tumble amid fears.… https://t.co/eIBf49f3N3",-0.2263,0.201,0.603,0.196
186,982392256526155777,2018-04-06 22:59:00+00:00,-87,CBS News,"RT @CBSEveningNews: “She was frantic, really upset about it, so it just became my mission.”

@OnTheRoadCBS introduces us to an amazing bart…",-0.2484,0.133,0.664,0.203
187,982390329323278336,2018-04-06 22:51:21+00:00,-88,CBS News,"Traffic apps don't always take drivers on the best route. In Southern California, the GPS is taking drivers on a da… https://t.co/cGpEWRD4aC",0.6369,0.174,0.826,0.0
188,982389873658220549,2018-04-06 22:49:32+00:00,-89,CBS News,"In the Florida, there's a memorial to the 110 people who died there in the crash of a jetliner in 1996. The FBI ann… https://t.co/bZ88eNfimS",-0.743,0.0,0.769,0.231
189,982388210935398400,2018-04-06 22:42:56+00:00,-90,CBS News,A man went out for a hike last Sunday in the rugged hills along Southern California's Malibu coast and disappeared.… https://t.co/a7gWh9iYXk,0.0,0.0,1.0,0.0
190,982387712044027909,2018-04-06 22:40:57+00:00,-91,CBS News,Facebook CEO Mark Zuckerberg announced new rules aimed at preventing further election meddling on Facebook. Adverti… https://t.co/c6eOFfVgCE,-0.0258,0.0,0.936,0.064
191,982387291367837699,2018-04-06 22:39:16+00:00,-92,CBS News,Chinese government is matching President Trump's threats with threats of its own. @benstracy reports from Beijing. https://t.co/pfeUA0v51Z,-0.6808,0.0,0.728,0.272
192,982386712138649600,2018-04-06 22:36:58+00:00,-93,CBS News,The Dow lost 572 points as investors fear a potential trade war with China. @MajorCBS has more.… https://t.co/IdaiUnzJMn,-0.8555,0.0,0.598,0.402
193,982386212638949376,2018-04-06 22:34:59+00:00,-94,CBS News,Federal agents seized the classified ad website https://t.co/WVreYCKvt5 and closed it down.@PaulaReidCBS is followi… https://t.co/HXPgWda0u7,0.0,0.0,1.0,0.0
194,982382443767517184,2018-04-06 22:20:01+00:00,-95,CBS News,A Florida family is outraged after a day care worker recorded and shared video of their toddler's frightened reacti… https://t.co/XJdmdrYnZF,-0.2023,0.215,0.538,0.246
195,982378670445727745,2018-04-06 22:05:01+00:00,-96,CBS News,The former Russian spy who was left fighting for his life after exposure to a rare nerve agent is no longer in crit… https://t.co/mToqAiSfNC,-0.5719,0.0,0.817,0.183
196,982374895249186817,2018-04-06 21:50:01+00:00,-97,CBS News,"Attorney General Jeff Sessions has ordered a ""zero tolerance"" policy aimed at people entering the United States ill… https://t.co/KjXb4Gn5ZF",0.6124,0.238,0.762,0.0
197,982371119834558464,2018-04-06 21:35:01+00:00,-98,CBS News,Sean Hannity and Jimmy Kimmel are feuding after the late-night host cracked a joke at first lady Melania Trump's ex… https://t.co/SfOWErjywO,-0.1027,0.096,0.789,0.114
198,982367479027691521,2018-04-06 21:20:33+00:00,-99,CBS News,"Rep. Blake Farenthold, the Texas Republican under scrutiny for using $84,000 in taxpayer funds to settle a sexual h… https://t.co/tbDtVSGIp8",0.0,0.0,1.0,0.0
199,982690750449233920,2018-04-07 18:45:07+00:00,0,CNN,Two killed in Army helicopter crash in Kentucky https://t.co/kEj1tr3BEq https://t.co/mS42hxI6jo,-0.802,0.0,0.526,0.474
200,982687017711611904,2018-04-07 18:30:17+00:00,-1,CNN,Vicky Glover rebounds as Scotland's first female boxer to Commonwealth Games https://t.co/VegYs2nsgb https://t.co/CKQxlcxRlD,0.0,0.0,1.0,0.0
201,982683200421093376,2018-04-07 18:15:07+00:00,-2,CNN,Can Democrats actually win a Senate race in deep red Tennessee? https://t.co/axAkOR27D5 | Analysis by Harry Enten https://t.co/BLnXbpdal9,0.5859,0.202,0.798,0.0
202,982679445717897216,2018-04-07 18:00:11+00:00,-3,CNN,Facebook suspends Canadian political data firm https://t.co/LCVYdHxGZk https://t.co/A5cHfZDe4o,0.0,0.0,1.0,0.0
203,982675634068623360,2018-04-07 17:45:03+00:00,-4,CNN,"Actor Russell Crowe is selling his jockstrap, ex's ring and more at divorce auction https://t.co/qCHZoYlqMT https://t.co/Q31YNQfA7r",0.0,0.0,1.0,0.0
204,982671891868585984,2018-04-07 17:30:10+00:00,-5,CNN,At least 14 killed in bus crash involving Canadian junior hockey team https://t.co/UyQAhQx7h5 https://t.co/5k2GgO0PIT,-0.802,0.0,0.625,0.375
205,982668393840037888,2018-04-07 17:16:16+00:00,-6,CNN,"These young Berlin women, fully in control of their sexuality, give a new meaning to casual encounters. “Christiane… https://t.co/N6DXRB1EP9",0.2023,0.096,0.904,0.0
206,982664355941683200,2018-04-07 17:00:14+00:00,-7,CNN,Former Trump campaign chairman Paul Manafort accuses federal prosecutors of illegal property search… https://t.co/3H1a8TI2Pb,-0.7184,0.0,0.667,0.333
207,982660549459824640,2018-04-07 16:45:06+00:00,-8,CNN,"Muenster, Germany, joins a list of other cities that have fallen victim to a growing trend — vehicles as weapons… https://t.co/AUL2yNDcmy",-0.4404,0.08,0.704,0.216
208,982658531701723136,2018-04-07 16:37:05+00:00,-9,CNN,"German authorities are treating van attack in Muenster, Germany, as ""deliberate,"" and authorities ""have sealed off… https://t.co/DcYKNR4z1T",-0.4767,0.0,0.838,0.162
209,982656801610092544,2018-04-07 16:30:13+00:00,-10,CNN,Howard University students' win with deal on demands continues legacy of protests https://t.co/COyCTRI1Qi https://t.co/SgITIg5acA,0.4404,0.215,0.678,0.107
210,982653011087458304,2018-04-07 16:15:09+00:00,-11,CNN,Bollywood star Salman Khan granted bail while appealing poaching sentence https://t.co/pkAtEX75AB https://t.co/aspzJvDk6T,0.3182,0.248,0.752,0.0
211,982650330419810304,2018-04-07 16:04:30+00:00,-12,CNN,"What we know about a van that slammed into a crowd in Germany:
? Several people have been killed and at least 30 se… https://t.co/rWJevxbik5",-0.6705,0.0,0.824,0.176
212,982649213057163265,2018-04-07 16:00:03+00:00,-13,CNN,Swimmers Adam Peaty and Chad le Clos win gold on record-breaking night https://t.co/tY2qhxIdjC https://t.co/BUppM3PggI,0.5859,0.226,0.774,0.0
213,982645446802837505,2018-04-07 15:45:05+00:00,-14,CNN,"Trump's originalist, Neil Gorsuch, finds his place https://t.co/RlqIdkVHKt https://t.co/ho6gr05llP",0.0,0.0,1.0,0.0
214,982643796348473349,2018-04-07 15:38:32+00:00,-15,CNN,"BREAKING: Police say ""there are dead and injured"" after reports of a van crashing into a crowd in the German city o… https://t.co/BXzT4PwcDy",-0.7906,0.0,0.731,0.269
215,982641701876588546,2018-04-07 15:30:12+00:00,-16,CNN,Russian envoy requests meeting with UK foreign secretary over poisoning row https://t.co/TBy49vW23K https://t.co/EyN5EaKFzS,-0.5859,0.0,0.759,0.241
216,982640579539595265,2018-04-07 15:25:45+00:00,-17,CNN,"BREAKING: Police say ""there are dead and injured"" after reports of a van crashing into a crowd in the German city o… https://t.co/Njy8jeE2nv",-0.7906,0.0,0.731,0.269
217,982637915414192128,2018-04-07 15:15:10+00:00,-18,CNN,Here's what you missed during a busy news week https://t.co/n2uzicpSSe https://t.co/xzNp3QmrLm,-0.296,0.0,0.804,0.196
218,982634110895222785,2018-04-07 15:00:03+00:00,-19,CNN,The case for big business in America https://t.co/OnXnzYlBeT https://t.co/01vOwJVs77,0.0,0.0,1.0,0.0
219,982630359824261122,2018-04-07 14:45:08+00:00,-20,CNN,"Journalist among 9 dead in latest Gaza clashes, Palestinian health officials say https://t.co/bT1RLfYulR https://t.co/uT7t0OqgnT",-0.6486,0.0,0.736,0.264
220,982626597047021568,2018-04-07 14:30:11+00:00,-21,CNN,"The US and North Korea have been holding secret, direct talks to prepare for a summit between President Trump and K… https://t.co/sKd6BbyhBt",0.0,0.0,1.0,0.0
221,982624696687611906,2018-04-07 14:22:38+00:00,-22,CNN,"Your China-US trade fight questions, answered https://t.co/rtMOJMmIbu https://t.co/g7Ofok4rKu",-0.3818,0.0,0.729,0.271
222,982619279035064324,2018-04-07 14:01:06+00:00,-23,CNN,"When an Oklahoma teacher revealed what the chairs in her classroom look like, she didn't imagine it would drive peo… https://t.co/2M043AM0xW",0.3612,0.111,0.889,0.0
223,982611715782336512,2018-04-07 13:31:03+00:00,-24,CNN,This is the first luxury hotel in space. You'll be able to visit in just four years -- if you have $9.5 million to… https://t.co/CJ17aNAcfc,0.0,0.0,1.0,0.0
224,982604179188436993,2018-04-07 13:01:06+00:00,-25,CNN,This Oklahoma student is excited that her textbook was used by country singer @BlakeShelton in the 1980s. Her mothe… https://t.co/NMgKB5uY1x,0.34,0.112,0.888,0.0
225,982596617164525568,2018-04-07 12:31:03+00:00,-26,CNN,"He got cancer after decades of using talcum powder. Now a jury has awarded him $30 million in compensatory damages,… https://t.co/bFcekk2zI7",-0.4019,0.108,0.717,0.175
226,982592827942060032,2018-04-07 12:16:00+00:00,-27,CNN,Virgin Galactic is one step closer to bringing tourists to space after this test flight https://t.co/ZCjzj9H641 https://t.co/f74RHssZkE,0.0,0.0,1.0,0.0
227,982589074228895745,2018-04-07 12:01:05+00:00,-28,CNN,"Marijuana legalization could help offset the opioid epidemic, studies find https://t.co/kNqgzQZI18 https://t.co/Gm1T52Ktn9",0.4019,0.197,0.803,0.0
228,982581703943303168,2018-04-07 11:31:48+00:00,-29,CNN,New York police released a video of this man pointing a metal object as if he were brandishing a gun. He was later… https://t.co/Mn5PivizEY,-0.34,0.0,0.893,0.107
229,982573960062697472,2018-04-07 11:01:02+00:00,-30,CNN,Facebook should have known about these Russia-linked pages months ago. It only just deleted them.… https://t.co/OcihICVCLj,0.0,0.0,1.0,0.0
230,982573124557426688,2018-04-07 10:57:42+00:00,-31,CNN,"Bollywood superstar Salman Khan was granted bail Saturday just a day after he was convicted of illegal poaching, hi… https://t.co/SoFSut0cxS",-0.3818,0.088,0.752,0.159
231,982566420033757184,2018-04-07 10:31:04+00:00,-32,CNN,"Stevie Wonder joined Twitter this past week, and his first tweet did not disappoint https://t.co/yNMyEYXNLG https://t.co/5vnUtxS6ba",0.3089,0.131,0.869,0.0
232,982558872794746880,2018-04-07 10:01:04+00:00,-33,CNN,"In the Trump era, Chicago Cubs manager Joe Maddon welcomes immigrants in his hometown | By David Axelrod via… https://t.co/CtEPMGi72r",0.4019,0.13,0.87,0.0
233,982558144818794497,2018-04-07 09:58:11+00:00,-34,CNN,"As Michigan ends a free bottled water program in Flint claiming the water quality has been restored, some residents… https://t.co/9a8502Jt5J",0.6908,0.251,0.749,0.0
234,982551327778770944,2018-04-07 09:31:06+00:00,-35,CNN,"In 2014, a 23-year-old woman with cerebral palsy was allegedly gang-raped and thrown from a rooftop. 

A Human Righ… https://t.co/y5yygCRmfE",0.0,0.0,1.0,0.0
235,982543764051972096,2018-04-07 09:01:02+00:00,-36,CNN,Female medics were asked to stop treating a collapsed official because women aren’t allowed in sumo rings… https://t.co/8E6Nr8OjBW,-0.5106,0.0,0.777,0.223
236,982536227378298880,2018-04-07 08:31:05+00:00,-37,CNN,Why trainloads of other people's poo ended up rotting in an Alabama town for months https://t.co/jWgrCrVksn https://t.co/BzCyIU8urg,0.0,0.0,1.0,0.0
237,982533781037953024,2018-04-07 08:21:22+00:00,-38,CNN,A crash between a tractor-trailer and a bus carrying a junior league hockey team left 14 people dead  in western Ca… https://t.co/X9nY10HlAw,-0.7906,0.0,0.696,0.304
238,982528671570374658,2018-04-07 08:01:04+00:00,-39,CNN,Sinclair's fake-news zombies should terrify you | By David Rothkopf via @CNNOpinion https://t.co/6fwDXWhmc2 https://t.co/sYYHRsfZv8,-0.5106,0.0,0.784,0.216
239,982521130648002560,2018-04-07 07:31:06+00:00,-40,CNN,Artificial intelligence scientists from around the world called for a boycott of a South Korean university over con… https://t.co/tlIem7grAI,0.2023,0.152,0.735,0.113
240,982517337462013952,2018-04-07 07:16:02+00:00,-41,CNN,"The mystery of a 4,000-year-old ancient Egyptian mummy's head has finally been solved, after the FBI successfully e… https://t.co/3c2yWM2gRO",0.6486,0.249,0.751,0.0
241,982513566719803394,2018-04-07 07:01:03+00:00,-42,CNN,"Why Sinclair matters: The company is the largest owner of local TV stations in the US, and local news is Americans'… https://t.co/TtL488vN69",0.0258,0.05,0.95,0.0
242,982509780572016640,2018-04-07 06:46:00+00:00,-43,CNN,"This police officer in Chattanooga, Tennessee, took a break from hiding Easter eggs at an event for the holiday to… https://t.co/jheh9qSOAO",0.128,0.118,0.786,0.096
243,982506032374173696,2018-04-07 06:31:06+00:00,-44,CNN,The world's largest single-domed tropical greenhouse is coming to France https://t.co/nxd5O3jj7C via @CNNStyle https://t.co/wRfko0MdlI,0.0,0.0,1.0,0.0
244,982502018148380672,2018-04-07 06:15:09+00:00,-45,CNN,Jackie Kennedy coined the term “Camelot” to describe the Kennedy presidency during an interview with Life magazine… https://t.co/bIV8LEQoA3,0.0,0.0,1.0,0.0
245,982498465950380033,2018-04-07 06:01:02+00:00,-46,CNN,"If you stand inside the world's quietest room for long enough, you start to hear your heartbeat. Then you lose your… https://t.co/92sJOOLiKe",-0.4019,0.0,0.886,0.114
246,982494680398073856,2018-04-07 05:46:00+00:00,-47,CNN,South Dakota's Custer State Park welcomed its first baby American bison of 2018 in late March. The park expects abo… https://t.co/nOrQkQrFKn,0.34,0.107,0.893,0.0
247,982490930459574272,2018-04-07 05:31:06+00:00,-48,CNN,"These curious goats got stranded on a precarious section of a Pennsylvania overpass, prompting a rescue operation i… https://t.co/Rng0BNK31W",0.6808,0.286,0.714,0.0
248,982487130843725825,2018-04-07 05:16:00+00:00,-49,CNN,"This 17-year-old student got accepted into 19 top universities, including Yale, Stanford, Columbia and the London S… https://t.co/5r6kVGMmq1",0.4404,0.196,0.804,0.0
249,982483378162237440,2018-04-07 05:01:05+00:00,-50,CNN,Trump basically called Mexicans rapists again | Analysis by @zbyronwolf https://t.co/nlPF2c9pd5 https://t.co/MDbObRprdC,-0.6486,0.0,0.699,0.301
250,982479593612423168,2018-04-07 04:46:03+00:00,-51,CNN,"An Illinois town has banned assault weapons. The penalty if you keep one? Up to $1,000 a day. https://t.co/ago1TsWSub",-0.9136,0.0,0.524,0.476
251,982475821347680261,2018-04-07 04:31:03+00:00,-52,CNN,President Trump to skip the White House Correspondents' Dinner again https://t.co/FwoMfG4dTt https://t.co/yveKMlvbE3,0.0,0.0,1.0,0.0
252,982472038009982977,2018-04-07 04:16:01+00:00,-53,CNN,"The companies Trump has attacked on Twitter since his election:

ABC News
Amazon
Boeing
CBS
CNN
Comcast/MSNBC/NBC
D… https://t.co/cy6YExuV5d",-0.3182,0.078,0.783,0.138
253,982468583589580801,2018-04-07 04:02:18+00:00,-54,CNN,A former city official in Georgia used the N-word while pushing for Confederate History Month at a city meeting… https://t.co/eN0HFxQgLp,0.0,0.0,1.0,0.0
254,982464488002801666,2018-04-07 03:46:01+00:00,-55,CNN,"Ford is recalling about 350,000 trucks for a problem that could cause them to roll even after the driver shifts int… https://t.co/TXxqJi0wCz",-0.4019,0.0,0.881,0.119
255,982460724592173056,2018-04-07 03:31:04+00:00,-56,CNN,"Mike Pompeo's confirmation hearing for secretary of state is scheduled for 10 a.m. next Thursday, the Senate Foreig… https://t.co/stuHuAHLQg",0.0,0.0,1.0,0.0
256,982456942097588224,2018-04-07 03:16:02+00:00,-57,CNN,Trump began the week tweeting about the border. Now he's sending troops. https://t.co/oGn9cyWi7b https://t.co/q3YhTJtC57,0.0,0.0,1.0,0.0
257,982453174123618306,2018-04-07 03:01:04+00:00,-58,CNN,Iowa soy and pork farmers have a lot to lose in a high-stakes trade war with China https://t.co/aUV7YsUvKc https://t.co/Z1wgKURpYo,-0.765,0.0,0.694,0.306
258,982452834191978498,2018-04-07 02:59:43+00:00,-59,CNN,"RT @OutFrontCNN: As President Trump considers deploying between 2,000 and 4,000 National Guard troops to the US-Mexican border, residents a…",0.0,0.0,1.0,0.0
259,982449405793067009,2018-04-07 02:46:06+00:00,-60,CNN,"President Trump presses for options to end what's been called the ""catch and release"" of deportable immigrants… https://t.co/jp5mpSWiwO",0.0,0.0,1.0,0.0
260,982448255127707648,2018-04-07 02:41:31+00:00,-61,CNN,Evangelical leader Tony Perkins defended EPA Administrator Scott Pruitt on Friday against a growing list of ethics… https://t.co/QN6Rzj5Lak,0.1779,0.096,0.904,0.0
261,982445618445602816,2018-04-07 02:31:03+00:00,-62,CNN,"Republican Rep. Ralph Norman pulled out his loaded, personal .38-caliber Smith &amp; Wesson handgun and laid it on a ta… https://t.co/odNrvDp6LH",0.0,0.0,1.0,0.0
262,982443116241281024,2018-04-07 02:21:06+00:00,-63,CNN,"Roger Stone is warning that President Donald Trump could get caught in a ""perjury trap"" if he sits down with specia… https://t.co/wOPU8lyrM3",-0.765,0.0,0.703,0.297
263,982441847250472960,2018-04-07 02:16:03+00:00,-64,CNN,Escalating tensions with the United States may put China's trade war arsenal to the test. How much ammo does the co… https://t.co/BFLE6YpAL2,-0.5859,0.099,0.669,0.232
264,982440601462427648,2018-04-07 02:11:06+00:00,-65,CNN,"Nancy Pelosi, the top House Democrat, calls on EPA Administrator Scott Pruitt to resign https://t.co/MzFySscg8H https://t.co/GVNpV6VDaC",-0.1531,0.099,0.769,0.132
265,982439343200534528,2018-04-07 02:06:06+00:00,-66,CNN,The DOJ is allowing all House and Senate intelligence committee members to review the application that it and the F… https://t.co/OI4zTXIYXv,0.4767,0.134,0.866,0.0
266,982438073689624576,2018-04-07 02:01:04+00:00,-67,CNN,"DHS pushes back on reaction to reports that it's seeking access to a database of journalists and bloggers, arguing… https://t.co/80aIRGP00j",0.0,0.0,1.0,0.0
267,982435553466560513,2018-04-07 01:51:03+00:00,-68,CNN,Defense lawyers say that one of the jurors selected this week for Bill Cosby's sexual assault retrial should be rem… https://t.co/7QgQi2v5T3,-0.5106,0.062,0.782,0.156
